Ent_Mun,open_year,workers,workers_men,workers_wom,working_hours,workers_no_fixedSalary,workers_no_fixedSalary_men,workers_no_fixedSalary_wom,workers_no_fixedSalary_hours,w_age,w_educ,w_no_educ,w_basic_educ,w_med_educ,w_sup_educ,payroll,wage_salary,resell,expenses_stationary,expenses_energy,expenses_freight,expenses_water,internet_expenses_suppliers_web,internet_expenses_suppliers_webIntermediaries,internet_expenses_suppliers_socialNet,internet_expenses_suppliers_email,income_resell,percentage_sales_internet,percentage_sales_internet_webpage,percentage_sales_internet_webpageInterm,percentage_sales_internet_social,percentage_sales_internet_email,stock_level_twoago,stock_level_oneago,resalle_stock_level_twoago,resalle_stock_level_oneago,assets,assets_computation,credit_bank,credit_pop,credit_supp,credit_gov,credit_agio,credit_own,credit_use_open,credit_use_equip,credit_use_vehicle,credit_use_debt,credit_use_supplyNac,credit_use_supplyFor,credit_use_wage,lack_credit_req,lack_credit_noneed,lack_credit_interest,lack_credit_far,lack_credit_procedure,lack_credit_confidence,lack_credit_notgiven,cash_buy,cash_sell,card_buy,card_sell,deposit_buy,deposit_sell,wire_buy,wire_sell,check_buy,check_sell,challenges_lackcredit,challenges_bureocracy,challenges_tax,challenges_competition,challenges_informalCompetition,challenges_TechAccess,challenges_lowDemand,challenges_lowQualityMP,challenges_utilities,challenges_government_cost,challenges_lowQualityWorkers,challenges_insecurity,challenges_corruption,challenges_highInputPrice,total_investment,FBCF,oper_margin,gross_margin_resell,op_margin_exp_income,income_expense_relation,av_prof,total_expenses,total_income,resell_margin,cost_over_income,period,credit,bank_card,internet_bank,internet_formalities,internet_information,internet_management,technology_in_activities,sat,cfe,imss,record_system_extAccount,record_system_ownAccount,record_system_packAccount,record_system_noRegister,Survival,nstores
01001,2006.906705,1.92915876,0.909234662,1.019924099,6.098943074,0,0,0,0,1.92915876,1.92915876,0.062934851,1.175205566,0.491777356,0.199240987,13.33111954,12.99746996,376.513599,0.282416192,21.59297913,0.153383934,2.208728653,0,0,0.031625553,0.031625553,592.1555977,0.019291588,0,0,0,0.031655587,34.14642631,35.61827957,33.97375079,35.43327008,135.4127135,0.913345984,0.030360531,0.018342821,0.008222644,0.009487666,0.01486401,0.000316256,0.035736875,0.028146743,0.002530044,0.008538899,0.06230234,0.001265022,0,0.058823529,0.547122075,0.25142315,0.005376344,0.027514231,0.072738773,0.02055661,98.53510436,98.82732448,0.978494624,0.874762808,0.055344719,0.036369386,0.228652751,0.061669829,0.117014548,0.028462998,0.106894371,0.057874763,0.120493359,0.210942441,0.079696395,0.02340291,0.13598988,0.011068944,0.506957622,0.040164453,0.02055661,0.34345351,0.051233397,0.202087287,7.102783049,5.630929791,23.75675346,36.64079915,23.64720099,136.7233435,36.72334354,376.513599,592.1555977,217.101518,76.22629679,2019,0.122390892,0.054079696,0.270967742,0.116129032,0.587096774,0.55483871,0.16226138,0.371401455,0.787409048,0.007065949,0.295066414,0.238772929,0.006325111,0.459835547,0.254932912,3162
01002,2008.521368,2.102564103,0.769230769,1.333333333,6.176239316,0,0,0,0,2.102564103,2.102564103,0.102564103,1.341880342,0.418803419,0.239316239,12.32478632,11.83760684,331.7606838,1.376068376,13.05982906,1.299145299,0.290598291,0,0,0,0,457.2393162,0,0,0,0,0,28.32478632,33.02564103,28.16239316,32.83760684,119.2478632,1.666666667,0.102564103,0.008547009,0,0.017094017,0.034188034,0,0.025641026,0.034188034,0,0.008547009,0.11965812,0,0,0.034188034,0.290598291,0.418803419,0.025641026,0.128205128,0.085470085,0.025641026,98.54700855,98.71794872,0.598290598,1.025641026,0,0,0,0.256410256,0.854700855,0,0.042735043,0.017094017,0.051282051,0.179487179,0.111111111,0,0.222222222,0,0.418803419,0.042735043,0.017094017,0.205128205,0.076923077,0.316239316,10.46153846,5.760683761,18.65633728,31.86665192,18.42644277,126.8683632,26.86836322,331.7606838,457.2393162,130.1538462,81.57355723,2019,0.179487179,0.042735043,0.4,0.4,0.6,0.4,0.119402985,0.333333333,0.854700855,0.018867925,0.256410256,0.299145299,0,0.444444444,0.30044843,117
01003,2005.861244,2.354066986,0.751196172,1.602870813,8.034315789,0,0,0,0,2.354066986,2.354066986,0.100478469,1.741626794,0.435406699,0.076555024,18.13875598,16.81339713,422.8133971,0.593301435,20.0861244,0.645933014,0.985645933,0,0,0,0,615.062201,0.14354067,0,0,0,0,41.68421053,43.32057416,34.43062201,35.79425837,177.4354067,1.210526316,0.014354067,0.014354067,0.004784689,0.009569378,0.009569378,0,0.014354067,0.004784689,0,0.014354067,0.057416268,0,0,0.090909091,0.540669856,0.392344498,0.004784689,0.033492823,0.04784689,0.028708134,98.61244019,99.00956938,0,0.052631579,0.38277512,0.28708134,0.4784689,0.148325359,0,0.023923445,0.081339713,0.04784689,0.09569378,0.167464115,0.052631579,0.004784689,0.086124402,0,0.655502392,0.071770335,0.023923445,0.272727273,0.086124402,0.330143541,5.612440191,3.976076555,19.66333665,32.17034865,19.40027741,128.6132068,28.61320678,422.8133971,615.062201,193.6124402,80.12125369,2019,0.081339713,0.023923445,0.214285714,0.071428571,0.714285714,0.571428571,0.247311828,0.464114833,0.942583732,0.024038462,0.555023923,0.157894737,0,0.28708134,0.301369863,209
01004,2007.794872,1.923076923,0.666666667,1.256410256,5.846717949,0,0,0,0,1.923076923,1.923076923,0,1.076923077,0.564102564,0.282051282,12.79487179,12.79487179,235.7948718,0.282051282,10.97435897,0,0.923076923,0,0,0,0,372.7948718,0,0,0,0,0,26.05128205,26.46153846,26.05128205,26.46153846,116.2051282,0.512820513,0.076923077,0.025641026,0,0,0,0,0.076923077,0.051282051,0,0,0,0,0,0.025641026,0.307692308,0.512820513,0.025641026,0,0.025641026,0.025641026,99.48717949,100,0.512820513,0,0,0,0,0,0,0,0.025641026,0.025641026,0,0.179487179,0.153846154,0,0.205128205,0,0.333333333,0,0.025641026,0.051282051,0.025641026,0.487179487,0.41025641,0,22.99788209,32.95087937,22.99343052,134.252487,34.252487,235.7948718,372.7948718,137.4102564,77.00656948,2019,0.128205128,0.025641026,NA,NA,NA,NA,0.125,0.128205128,0.897435897,0,0.102564103,0.102564103,0,0.794871795,0.262626263,39
01005,2008.355372,2.051652893,0.809917355,1.241735537,6.649458678,0,0,0,0,2.051652893,2.051652893,0.080578512,1.347107438,0.431818182,0.19214876,13.60123967,13.06818182,401.3760331,0.365702479,22.41528926,0,1.892561983,0,0,0,0,637.5309917,0,0,0,0,0,32.94628099,34.76652893,32.58264463,34.33264463,183.4028926,1.378099174,0.026859504,0.022727273,0.004132231,0.008264463,0.010330579,0.002066116,0.026859504,0.022727273,0.004132231,0.012396694,0.049586777,0,0,0.059917355,0.487603306,0.353305785,0.008264463,0.033057851,0.126033058,0.033057851,98.49173554,98.80991736,0.991735537,0.921487603,0.20661157,0.041322314,0.165289256,0.020661157,0.103305785,0,0.136363636,0.04338843,0.146694215,0.227272727,0.078512397,0.018595041,0.17768595,0.010330579,0.533057851,0.026859504,0.018595041,0.483471074,0.02892562,0.115702479,8.078512397,6.258264463,26.08002692,37.7733374,26.01431582,141.567366,41.56736596,401.3760331,637.5309917,237.9049587,73.77907261,2019,0.107438017,0.039256198,0.304347826,0.173913043,0.695652174,0.652173913,0.154929577,0.179752066,0.729338843,0.006423983,0.219008264,0.272727273,0.002066116,0.506198347,0.335015136,484
01006,2006.259804,2.166666667,0.882352941,1.284313725,7.001735294,0,0,0,0,2.166666667,2.166666667,0.078431373,1.279411765,0.544117647,0.264705882,6.794117647,6.568627451,319.3431373,0.333333333,19.16176471,1.338235294,0.916666667,0,0,0,0,461.8823529,0,0,0,0,0,23.23529412,25.32352941,23.23039216,25.31372549,150.0343137,0.37745098,0.019607843,0.019607843,0.019607843,0.034313725,0,0,0.073529412,0.024509804,0,0,0.039215686,0,0,0.019607843,0.558823529,0.323529412,0,0.029411765,0.044117647,0.014705882,99.3872549,99.06862745,0.073529412,0.098039216,0,0,0,0,0,0,0.102941176,0.014705882,0.102941176,0.12745098,0.039215686,0,0.107843137,0.014705882,0.583333333,0.014705882,0.009803922,0.294117647,0.014705882,0.220588235,58.43137255,56.34313725,20.91860732,33.00383631,20.80160638,129.9590091,29.95900908,319.3431373,461.8823529,144.622549,79.19839362,2019,0.132352941,0.019607843,0.333333333,0,0.333333333,0.833333333,0.111111111,0.235294118,0.808823529,0,0.240196078,0.274509804,0.004901961,0.480392157,0.331002331,204
01007,2005.646512,1.762790698,0.618604651,1.144186047,5.122223256,0,0,0,0,1.762790698,1.762790698,0.074418605,1.093023256,0.418604651,0.176744186,4.930232558,4.790697674,285.4186047,0.060465116,15.66046512,0.041860465,1.069767442,0,0,0,0,454.5953488,0,0,0,0,0,17.69302326,18.14418605,17.68837209,18.13953488,95.33488372,0.172093023,0.023255814,0.004651163,0,0.009302326,0.009302326,0,0.013953488,0.037209302,0,0.004651163,0.013953488,0,0,0.2,0.325581395,0.31627907,0.004651163,0.03255814,0.074418605,0.027906977,99.46511628,99.90697674,0.395348837,0.093023256,0,0,0,0,0,0,0.144186047,0.027906977,0.074418605,0.102325581,0.093023256,0.009302326,0.046511628,0.004651163,0.390697674,0.018604651,0.013953488,0.209302326,0.013953488,0.130232558,3.576744186,3.125581395,27.0853322,35.35536036,26.98673859,146.3191068,46.31910681,285.4186047,454.5953488,169.627907,73.01326141,2019,0.065116279,0.013953488,0,0,0.25,1,0.084745763,0.162790698,0.790697674,0.004854369,0.120930233,0.339534884,0,0.539534884,0.299196787,215
01008,2008.238095,2.19047619,0.928571429,1.261904762,6.443428571,0,0,0,0,2.19047619,2.19047619,0.19047619,1.238095238,0.619047619,0.142857143,11.11904762,11.04761905,391.0714286,0.142857143,14,0,0.571428571,0,0,0,0,592.3333333,0,0,0,0,0,45.5,51.30952381,44.78571429,50.57142857,194.3571429,0.285714286,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0.095238095,0.452380952,0.333333333,0,0,0.023809524,0.047619048,99.76190476,99.76190476,0.238095238,0.238095238,0,0,0,0,0,0,0.261904762,0,0.023809524,0.023809524,0.071428571,0,0.380952381,0,0.404761905,0.023809524,0,0.023809524,0.023809524,0.333333333,24.38095238,18.57142857,22.55724404,35.20145098,22.42505689,135.0935447,35.09354469,391.0714286,592.3333333,207.047619,77.57494311,2019,0.023809524,0,NA,NA,NA,NA,0.038461538,0.214285714,0.666666667,0,0.119047619,0.5,0,0.380952381,0.247524752,42
01009,2003.632184,1.908045977,0.75862069,1.149425287,5.688,0,0,0,0,1.908045977,1.908045977,0.114942529,1.229885057,0.413793103,0.149425287,8.574712644,8.425287356,363.3678161,0.83908046,8.287356322,0.379310345,0.402298851,0,0,0,0,497.5977011,0,0,0,0,0,16.82758621,17.79310345,16.82758621,17.75862069,159.2528736,1.942528736,0.022988506,0.011494253,0.022988506,0.022988506,0.011494253,0,0.011494253,0.022988506,0,0,0.08045977,0,0,0.126436782,0.471264368,0.298850575,0,0.057471264,0.022988506,0.022988506,99.77011494,100,0.229885057,0,0,0,0,0,0,0,0.137931034,0.034482759,0.08045977,0.103448276,0.08045977,0,0.195402299,0,0.287356322,0,0.022988506,0.068965517,0.011494253,0.459770115,3.459770115,2.494252874,21.32662502,29.52357072,21.26234372,130.9345716,30.93457163,363.3678161,497.5977011,135.1609195,78.73765628,2019,0.114942529,0,0,0,0.25,0.75,0.108108108,0.24137931,0.942528736,0.011764706,0.218390805,0.298850575,0,0.482758621,0.455223881,87
01010,2005.575758,1.863636364,0.666666667,1.196969697,5.898878788,0,0,0,0,1.863636364,1.863636364,0.075757576,1.363636364,0.136363636,0.287878788,14.56060606,14.56060606,385.8787879,1.166666667,11.10606061,1.712121212,0.681818182,0,0,0,0,504.1666667,0,0,0,0,0,10.10606061,11.89393939,9.984848485,11.74242424,224.2121212,0.954545455,0.03030303,0.015151515,0.015151515,0,0.015151515,0,0.03030303,0.015151515,0,0,0.03030303,0,0,0.03030303,0.424242424,0.212121212,0,0.015151515,0.151515152,0.060606061,100,100,0,0,0,0,0,0,0,0,0.136363636,0.03030303,0.015151515,0.242424242,0.015151515,0.015151515,0,0,0.454545455,0,0,0.03030303,0,0.196969697,1.787878788,0,13.57566949,25.32051842,13.57449456,119.0195204,19.01952045,385.8787879,504.1666667,120.0454545,86.42550544,2019,0.075757576,0.03030303,0,0,1,0,0.19047619,0.090909091,0.833333333,0,0.045454545,0.409090909,0,0.545454545,0.398148148,66
01011,2007.718182,2.009090909,0.790909091,1.218181818,6.925981818,0,0,0,0,2.009090909,2.009090909,0.027272727,1.381818182,0.472727273,0.127272727,13.87272727,13.80909091,517.0454545,0.027272727,21.52727273,0.327272727,0.845454545,0,0,0,0,788.6272727,0,0,0,0,0,42.98181818,43.63636364,42.80909091,43.45454545,183.9818182,1.072727273,0.009090909,0.036363636,0.009090909,0.036363636,0.009090909,0,0.009090909,0.045454545,0,0,0.081818182,0,0,0.027272727,0.454545455,0.472727273,0,0.054545455,0.172727273,0.027272727,98.63636364,99.57272727,0.772727273,0.336363636,0.181818182,0,0.227272727,0.045454545,0.181818182,0.045454545,0.1,0.018181818,0.018181818,0.245454545,0.127272727,0,0.236363636,0,0.727272727,0.018181818,0.009090909,0.381818182,0.063636364,0.490909091,4.9,4.245454545,25.35766493,34.04678616,25.30699196,136.9558606,36.95586064,517.0454545,788.6272727,272.2272727,74.69300804,2019,0.118181818,0.054545455,0.2,0.2,0.8,0.6,0.157894737,0.518181818,0.945454545,0,0.4,0.218181818,0,0.381818182,0.283185841,110
02001,2008.440972,1.995949074,0.868634259,1.127314815,5.814614583,0.00462963,0.002314815,0.002314815,0.015944444,1.995949074,1.995949074,0.127314815,1.129050926,0.534722222,0.204861111,16.58738426,15.33912037,320.3518519,1.512152778,14.34722222,0.099537037,2.240740741,0,0,0,0,504.5798611,0.002893519,0,0.05787037,0.05787037,0,23.39814815,25.02430556,22.56770833,24.22048611,170.8292824,2.450810185,0.072916667,0.018518519,0.021412037,0.02662037,0.009837963,0.001157407,0.030671296,0.038773148,0,0.014467593,0.111111111,0.001736111,0.000578704,0.060185185,0.491319444,0.271412037,0.013310185,0.039351852,0.060185185,0.012731481,95.43981481,97.61574074,1.235532407,0.740162037,0.338541667,0.005787037,0.509259259,0.112847222,2.274305556,1.525462963,0.070601852,0.024305556,0.129050926,0.151041667,0.065972222,0.010416667,0.091435185,0.008680556,0.303819444,0.032986111,0.013310185,0.476851852,0.039351852,0.19212963,5.306134259,3.679976852,25.30653021,35.78771918,25.18232705,139.3902394,39.39023937,320.3518519,504.5798611,185.880787,74.81767295,2019,0.173611111,0.094907407,0.286585366,0.225609756,0.634146341,0.743902439,0.256281407,0.509259259,0.732060185,0.017358958,0.358796296,0.266203704,0.006944444,0.368055556,0.307902652,1728
02002,2006.438391,1.958757637,0.889511202,1.069246436,5.749575356,0.00509165,0.00407332,0.00101833,0.014997963,1.958757637,1.958757637,0.077393075,1.141038697,0.540733198,0.199592668,19.3793279,18.25,353.6639511,0.892057026,25.35183299,0.034623218,1.75407332,0.050916497,0,0,0,582.2113035,0.020366599,0,0,0.101832994,0,22.11812627,18.9490835,21.36303462,18.51120163,150.4404277,2.085539715,0.057535642,0.012729124,0.013238289,0.017820774,0.009674134,0.00203666,0.026985743,0.023930754,0.00101833,0.010183299,0.0799389,0.001527495,0,0.076374745,0.474032587,0.243380855,0.00509165,0.016293279,0.055498982,0.018329939,95.67260692,97.10183299,2.028513238,2.450101833,0.282586558,0.117107943,0.41496945,0.068737271,1.519857434,0.231670061,0.070264766,0.041751527,0.113034623,0.145621181,0.076374745,0.011710794,0.112016293,0.00407332,0.414460285,0.039205703,0.015274949,0.477087576,0.037169043,0.17311609,1.945010183,5.114052953,25.8776943,36.09976336,25.74612901,140.3720173,40.37201725,353.6639511,582.2113035,225.6955193,74.25387099,2019,0.126272912,0.110997963,0.378378378,0.290540541,0.682432432,0.567567568,0.222891566,0.445746307,0.451349975,0.017629179,0.345723014,0.156822811,0.004582485,0.49287169,0.261228231,1964
02003,2009.006329,1.797468354,0.772151899,1.025316456,5.232012658,0,0,0,0,1.797468354,1.797468354,0.03164557,1.079113924,0.553797468,0.132911392,24.03481013,23.07278481,352.6613924,0.96835443,18.30379747,0.215189873,3.518987342,0,0,0,0,575.9398734,0,0,0,0,0,8.936708861,9.544303797,8.734177215,9.344936709,139.3481013,1.411392405,0.047468354,0.009493671,0.012658228,0.022151899,0.003164557,0,0.025316456,0.012658228,0.006329114,0.009493671,0.053797468,0.006329114,0.003164557,0.012658228,0.636075949,0.161392405,0.006329114,0.003164557,0.022151899,0.041139241,96.89873418,98.82594937,0.39556962,0.825949367,0.379746835,0.158227848,1.550632911,0.063291139,0.775316456,0.126582278,0.03164557,0.028481013,0.167721519,0.063291139,0.022151899,0,0.044303797,0.003164557,0.189873418,0.018987342,0.006329114,0.39556962,0.018987342,0.174050633,1.316455696,0.708860759,28.40422285,39.58147503,28.34470931,145.3910785,45.39107845,352.6613924,575.9398734,223.8892405,71.65529069,2019,0.107594937,0.17721519,0.5,0.055555556,0.833333333,0.666666667,0.208333333,0.458860759,0.667721519,0.018315018,0.379746835,0.227848101,0.006329114,0.386075949,0.306748466,316
02004,2008.558554,1.804820095,0.772912424,1.031907671,5.273383571,0.00305499,0.002206382,0.000848608,0.011247794,1.804820095,1.804820095,0.081126952,1.183469111,0.403598099,0.136625933,17.51154107,16.91463001,295.7062118,0.586218601,12.483537,0.052613714,2.793618466,0,0,0,0,476.8284114,0.027155465,0.033944331,0,0.033944331,0.016972166,13.80651731,13.06008147,13.51561439,12.80549898,91.04531568,0.983536999,0.047012899,0.010692464,0.020875764,0.005770536,0.011371351,0.000509165,0.027834352,0.022742702,0.00101833,0.00814664,0.068228106,0.001866938,0,0.058214528,0.50814664,0.22539036,0.010013578,0.020875764,0.051765105,0.013238289,98.28733876,99.30261371,0.812797013,0.411065852,0.178886626,0.070264766,0.263917176,0.097589952,0.370502376,0.088764426,0.057875085,0.128139851,0.127291242,0.146130346,0.074507807,0.011541073,0.102851324,0.005261371,0.241174474,0.117277665,0.015784114,0.519178547,0.084181942,0.10454854,3.917175832,4.663611677,27.1408785,36.66185448,26.97796505,144.528915,44.52891499,295.7062118,476.8284114,180.4120842,73.02203495,2019,0.11473184,0.056008147,0.283625731,0.286549708,0.660818713,0.695906433,0.164214047,0.329483696,0.681216033,0.008912295,0.193991853,0.266802444,0.00610998,0.533095723,0.352053885,5892
02005,2008.627346,2.158176944,0.975871314,1.18230563,6.818461126,0.002680965,0.002680965,0,0.009458445,2.158176944,2.158176944,0.080428954,1.356568365,0.573726542,0.147453083,35.72117962,34.22788204,367.2922252,0.490616622,19.39678284,0,3.790884718,0,0,0,0,614.1206434,0,0,0,0,0,24.09383378,21.67292225,23.70509383,21.26809651,150.689008,1.439678284,0.042895442,0.016085791,0.032171582,0.010723861,0.010723861,0.002680965,0.029490617,0.024128686,0,0.008042895,0.069705094,0,0,0.058981233,0.595174263,0.249329759,0.021447721,0.029490617,0.042895442,0.013404826,96.39410188,99.35656836,0.509383378,0.643431635,0.348525469,0,0.884718499,0,1.863270777,0,0.032171582,0.117962466,0.18230563,0.09919571,0.075067024,0.013404826,0.107238606,0.00536193,0.313672922,0.152815013,0.026809651,0.54691689,0.067024129,0.115281501,-1.742627346,0.678284182,25.60352048,38.05911552,25.49957133,139.9720101,39.97201013,367.2922252,614.1206434,244.3914209,74.50042867,2019,0.126005362,0.072386059,0.275862069,0.24137931,0.896551724,0.517241379,0.201834862,0.313672922,0.597855228,0.011204482,0.332439678,0.308310992,0.002680965,0.356568365,0.272222222,373
03001,2004.882609,1.760869565,0.7,1.060869565,5.395617391,0,0,0,0,1.760869565,1.760869565,0.113043478,0.982608696,0.465217391,0.2,14.55652174,13.11304348,271.0565217,0.839130435,19.83043478,0.32173913,2.743478261,0,0,0,0,443.7478261,0.02173913,0,0.434782609,0,0,26.98695652,28.42608696,26.90869565,28.37826087,139.8217391,2.204347826,0.069565217,0,0.047826087,0.004347826,0.004347826,0,0.017391304,0.02173913,0.004347826,0.013043478,0.104347826,0,0,0.07826087,0.430434783,0.356521739,0.030434783,0.017391304,0.069565217,0.008695652,95.89130435,99.04347826,1,0.695652174,0,0,1.152173913,0.217391304,1.956521739,0.043478261,0.208695652,0.030434783,0.086956522,0.056521739,0.07826087,0.004347826,0.126086957,0.004347826,0.513043478,0.030434783,0.017391304,0.130434783,0.017391304,0.282608696,7.143478261,5.704347826,24.91025436,37.31907113,24.75726637,138.2016083,38.20160834,271.0565217,443.7478261,174.1608696,75.24273363,2019,0.143478261,0.060869565,0.25,0.125,0.791666667,0.25,0.224137931,0.486956522,0.695652174,0.040178571,0.552173913,0.095652174,0,0.352173913,0.226832642,230
03002,2006.721116,2.107569721,0.725099602,1.38247012,6.411561753,0,0,0,0,2.107569721,2.107569721,0.043824701,1.163346614,0.768924303,0.131474104,44.73306773,40.84063745,402.5099602,1.517928287,23.98007968,0.38247012,2.274900398,0.398406375,0,0,0,654.6294821,0,0,0,0,0,57.50199203,48.05976096,57.43027888,47.98804781,314.0159363,4.266932271,0.051792829,0.011952191,0.023904382,0.003984064,0.015936255,0,0.019920319,0.03187251,0,0.011952191,0.059760956,0.003984064,0,0.079681275,0.426294821,0.298804781,0.003984064,0.011952191,0.015936255,0.023904382,91.39442231,95.51792829,2.549800797,3.007968127,0.537848606,0.059760956,2.908366534,0.816733068,2.609561753,0.597609562,0.155378486,0.071713147,0.151394422,0.071713147,0.059760956,0.027888446,0.103585657,0.03187251,0.613545817,0.067729084,0.039840637,0.274900398,0.075697211,0.211155378,-7.386454183,2.055776892,23.51974749,35.71000804,23.46411692,135.0724482,35.07244816,402.5099602,654.6294821,242.6772908,76.53588308,2019,0.119521912,0.143426295,0.409090909,0.318181818,0.795454545,0.568181818,0.337579618,0.414342629,0.478087649,0.085972851,0.334661355,0.219123506,0.007968127,0.438247012,0.295019157,251
03003,2006.794157,1.74501992,0.693227092,1.051792829,5.089689243,0,0,0,0,1.74501992,1.74501992,0.096945551,0.938911023,0.488711819,0.220451527,13.82071713,12.37317397,285.1075697,0.837981408,19.92297477,0.240371846,1.411686587,0.26560425,0,0,0,466.564409,0.128818061,0.185922975,0.026560425,0.026560425,0.15936255,39.70252324,31.81407703,25.2815405,25.01328021,145.7954847,1.209827357,0.108897742,0.013280212,0.033200531,0.005312085,0.019920319,0,0.04249668,0.051792829,0.006640106,0.022576361,0.126162019,0.003984064,0,0.069057105,0.423638778,0.298804781,0.009296149,0.025232404,0.038512616,0.027888446,95.77025232,98.62682603,1.856573705,1.320053121,0.292164675,0,0.581673307,0,1.499335989,0.05312085,0.096945551,0.057104914,0.200531208,0.18061089,0.054448871,0.007968127,0.147410359,0.002656042,0.447543161,0.051792829,0.006640106,0.241699867,0.038512616,0.179282869,4.326693227,12.21513944,24.37739227,36.45044167,24.10882038,138.2700535,38.27005354,285.1075697,466.564409,181.188579,75.89117962,2019,0.217795485,0.126162019,0.414634146,0.268292683,0.609756098,0.536585366,0.182072829,0.528552457,0.725099602,0.04084507,0.328021248,0.266932271,0.006640106,0.398406375,0.222414539,753
03008,2011.641657,1.778275476,0.636058231,1.142217245,5.316116461,0,0,0,0,1.778275476,1.778275476,0.075027996,1.034714446,0.494960806,0.173572228,15.80515118,14.99776036,323.4871221,1.119820829,25.924972,0.22956327,2.950727884,0,0,0,0,557.2116461,0,0,0,0,0,35.34154535,34.29115342,35.13213886,34.09294513,154.6427772,2.169092945,0.176931691,0.019036954,0.027995521,0.008958567,0.0268757,0,0.068309071,0.063829787,0.003359462,0.021276596,0.154535274,0.002239642,0,0.099664054,0.402015677,0.272116461,0.008958567,0.014557671,0.0537514,0.012318029,95.48488242,98.30011198,1.920492721,1.531914894,0.089585666,0.022396417,0.993281075,0.044792833,1.511758119,0.100783875,0.16237402,0.14893617,0.136618141,0.110862262,0.057110862,0.022396417,0.103023516,0.006718925,0.541993281,0.143337066,0.016797312,0.314669653,0.054871221,0.234042553,11.57334826,12.6237402,26.27419257,38.83048664,25.98121615,142.8407053,42.84070532,323.4871221,557.2116461,232.6853303,74.01878385,2019,0.26987682,0.154535274,0.290697674,0.279069767,0.697674419,0.686046512,0.200680272,0.436588103,0.599326599,0.017114914,0.29787234,0.164613662,0.006718925,0.530795073,0.24648229,893
03009,2008.18,1.52,0.56,0.96,4.61988,0,0,0,0,1.52,1.52,0.06,0.72,0.62,0.12,18.4,17.56,329.6,0.42,21.32,0,1.08,0,0,0,0,538.44,0,0,0,0,0,23.28,25.28,23.08,24.08,98.8,1.96,0,0,0,0,0.08,0,0.02,0.06,0,0.02,0.02,0,0,0.16,0.68,0.16,0,0,0.06,0,93.6,98,0,2,0,0,5.2,0,1.2,0,0.12,0.06,0.12,0.02,0.02,0,0.02,0,0.48,0.04,0.02,0.34,0.12,0.1,4.06,2.06,25.27442455,38.98080292,25.00793286,138.1848151,38.18481513,329.6,538.44,209.84,74.99206714,2019,0.1,0.06,0.571428571,0.285714286,0.714285714,0.285714286,0.285714286,0.42,0.36,0.021276596,0.46,0.34,0,0.2,0.184931507,50
04001,2006.563694,1.821656051,0.700636943,1.121019108,5.356923567,0,0,0,0,1.821656051,1.821656051,0.130573248,1.012738854,0.429936306,0.248407643,4.267515924,4.229299363,178.6910828,0.133757962,8.296178344,0,0.133757962,0,0,0,0,268.1369427,0,0,0,0,0,21.73566879,19.91401274,21.70382166,19.86305732,69.07961783,0.391719745,0.041401274,0.038216561,0.035031847,0.00955414,0.022292994,0,0.012738854,0.015923567,0,0.015923567,0.149681529,0,0,0.038216561,0.315286624,0.522292994,0.015923567,0.035031847,0.057324841,0.01910828,99.87261146,99.93630573,0.063694268,0.063694268,0.063694268,0,0,0,0,0,0.066878981,0.050955414,0.149681529,0.21656051,0.162420382,0.02866242,0.162420382,0.006369427,0.643312102,0.054140127,0.012738854,0.101910828,0.038216561,0.388535032,-0.366242038,1.455414013,26.56784975,32.24691472,26.47210201,140.3485683,40.34856829,178.6910828,268.1369427,87.60509554,73.52789799,2019,0.168789809,0.00955414,0,0.333333333,0.666666667,0.333333333,0.326086957,0.468152866,0.748407643,0,0.24522293,0.359872611,0,0.394904459,0.298245614,314
04002,2007.10467,1.693236715,0.604669887,1.088566828,4.858876006,0,0,0,0,1.693236715,1.693236715,0.066827697,1.039452496,0.363929147,0.223027375,4.147342995,3.922705314,197.7020934,0.505636071,11.51207729,0.005636071,0.859098229,0,0,0,0,298.2866345,0.089371981,0.080515298,0.080515298,0,0,22.6763285,22.89935588,22.41062802,22.62560386,78.1900161,0.558776167,0.047504026,0.041062802,0.020933977,0.022544283,0.064412238,0.002415459,0.028985507,0.066827697,0,0.01610306,0.131239936,0,0.000805153,0.087761675,0.305152979,0.390499195,0.004830918,0.024959742,0.058776167,0.024154589,99.01127214,99.79307568,0.465378422,0.115942029,0.144927536,0,0.144927536,0.002415459,0.088566828,0,0.116747182,0.107085346,0.268115942,0.285024155,0.180354267,0.020933977,0.192431562,0.006441224,0.525764895,0.123188406,0.004830918,0.184380032,0.036231884,0.201288245,1.115942029,0.892914654,25.20180149,33.66181064,24.83624985,138.5304648,38.53046484,197.7020934,298.2866345,100.7995169,75.16375015,2019,0.19726248,0.02173913,0.266666667,0.4,0.716666667,0.483333333,0.255681818,0.519323671,0.729468599,0.005940594,0.255233494,0.284219002,0.004025765,0.456521739,0.23184278,1242
