Year,Month,State,Municipality,Division,Fijo,Variable (Energía)
2018,ENERO,PUEBLA,XOCHITLAN TODOS SANTOS,CENTRO ORIENTE,42.86,2.311
2018,ENERO,PUEBLA,YAONAHUAC,ORIENTE,46.81,2.420
2018,ENERO,PUEBLA,YEHUALTEPEC,CENTRO ORIENTE,42.86,2.311
2018,ENERO,PUEBLA,ZACAPALA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,PUEBLA,ZACAPALA,ORIENTE,46.81,2.420
2018,ENERO,PUEBLA,ZACAPOAXTLA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,PUEBLA,ZACAPOAXTLA,ORIENTE,46.81,2.420
2018,ENERO,PUEBLA,ZACATLAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,PUEBLA,ZAPOTITLAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,PUEBLA,ZAPOTITLAN DE MENDEZ,ORIENTE,46.81,2.420
2018,ENERO,PUEBLA,ZARAGOZA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,PUEBLA,ZARAGOZA,ORIENTE,46.81,2.420
2018,ENERO,PUEBLA,ZAUTLA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,PUEBLA,ZAUTLA,ORIENTE,46.81,2.420
2018,ENERO,PUEBLA,ZIHUATEUTLA,ORIENTE,46.81,2.420
2018,ENERO,PUEBLA,ZINACATEPEC,CENTRO ORIENTE,42.86,2.311
2018,ENERO,PUEBLA,ZONGOZOTLA,ORIENTE,46.81,2.420
2018,ENERO,PUEBLA,ZOQUIAPAN,ORIENTE,46.81,2.420
2018,ENERO,PUEBLA,ZOQUITLAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,PUEBLA,ZOQUITLAN,ORIENTE,46.81,2.420
2018,ENERO,QUERÉTARO,AMEALCO DE BONFIL,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,ARROYO SECO,BAJÍO Y GOLFO CENTRO,44.78,2.557
2018,ENERO,QUERÉTARO,CADEREYTA DE MONTES,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,COLON,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,CORREGIDORA,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,EL MARQUES,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,EZEQUIEL MONTES,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,HUIMILPAN,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,JALPAN DE SERRA,GOLFO CENTRO,44.78,2.557
2018,ENERO,QUERÉTARO,LANDA DE MATAMOROS,GOLFO CENTRO,44.78,2.557
2018,ENERO,QUERÉTARO,PEDRO ESCOBEDO,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,PENAMILLER,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,PINAL DE AMOLES,BAJÍO Y GOLFO CENTRO,44.78,2.557
2018,ENERO,QUERÉTARO,QUERETARO,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,SAN JOAQUIN,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,SAN JUAN DEL RIO,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,TEQUISQUIAPAN,BAJÍO,43.62,2.265
2018,ENERO,QUERÉTARO,TOLIMAN,BAJÍO,43.62,2.265
2018,ENERO,QUINTANA ROO,BACALAR,PENINSULAR,49.56,2.367
2018,ENERO,QUINTANA ROO,BENITO JUAREZ,PENINSULAR,49.56,2.367
2018,ENERO,QUINTANA ROO,COZUMEL,PENINSULAR,49.56,2.367
2018,ENERO,QUINTANA ROO,FELIPE CARRILLO PUERTO,PENINSULAR,49.56,2.367
2018,ENERO,QUINTANA ROO,ISLA MUJERES,PENINSULAR,49.56,2.367
2018,ENERO,QUINTANA ROO,JOSE MARIA MORELOS,PENINSULAR,49.56,2.367
2018,ENERO,QUINTANA ROO,LAZARO CARDENAS,PENINSULAR,49.56,2.367
2018,ENERO,QUINTANA ROO,OTHON P. BLANCO,PENINSULAR,49.56,2.367
2018,ENERO,QUINTANA ROO,PUERTO MORELOS,PENINSULAR,49.56,2.367
2018,ENERO,QUINTANA ROO,SOLIDARIDAD,PENINSULAR,49.56,2.367
2018,ENERO,QUINTANA ROO,TULUM,PENINSULAR,49.56,2.367
2018,ENERO,SAN LUIS POTOSÍ,AHUALULCO,BAJÍO Y GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,ALAQUINES,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,AQUISMON,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,ARMADILLO DE LOS INFANTE,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,AXTLA DE TERRAZAS,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,CARDENAS,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,CATORCE,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,CEDRAL,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,CERRITOS,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,CERRO DE SAN PEDRO,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,CHARCAS,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,CIUDAD DEL MAIZ,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,CIUDAD FERNANDEZ,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,CIUDAD VALLES,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,COXCATLAN,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,EBANO,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,EL NARANJO,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,GUADALCAZAR,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,HUEHUETLAN,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,LAGUNILLAS,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,MATEHUALA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,MATLAPA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,MEXQUITIC DE CARMONA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,MOCTEZUMA,BAJÍO Y GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,RAYON,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,RIOVERDE,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,SALINAS,BAJÍO,43.62,2.265
2018,ENERO,SAN LUIS POTOSÍ,SAN ANTONIO,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,SAN CIRO DE ACOSTA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,SAN LUIS POTOSI,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,SAN MARTIN CHALCHICUAUTLA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,SAN NICOLAS TOLENTINO,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,SAN VICENTE TANCUAYALAB,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,SANTA CATARINA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,SANTA MARIA DEL RIO,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,SANTO DOMINGO,BAJÍO Y GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SANCHEZ,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,TAMASOPO,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,TAMAZUNCHALE,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,TAMPACAN,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,TAMPAMOLON CORONA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,TAMUIN,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,TANCANHUITZ,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,TANLAJAS,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,TANQUIAN DE ESCOBEDO,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,TIERRA NUEVA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,VANEGAS,BAJÍO Y GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,VENADO,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,VILLA DE ARISTA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,VILLA DE ARRIAGA,BAJÍO,43.62,2.265
2018,ENERO,SAN LUIS POTOSÍ,VILLA DE GUADALUPE,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,VILLA DE LA PAZ,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,VILLA DE RAMOS,BAJÍO,43.62,2.265
2018,ENERO,SAN LUIS POTOSÍ,VILLA DE REYES,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,VILLA HIDALGO,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,VILLA JUAREZ,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,XILITLA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SAN LUIS POTOSÍ,ZARAGOZA,GOLFO CENTRO,44.78,2.557
2018,ENERO,SINALOA,AHOME,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,ANGOSTURA,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,BADIRAGUATO,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,CHOIX,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,CONCORDIA,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,COSALA,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,CULIACAN,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,EL FUERTE,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,ELOTA,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,ESCUINAPA,JALISCO,48.68,2.841
2018,ENERO,SINALOA,ESCUINAPA,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,GUASAVE,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,MAZATLAN,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,MOCORITO,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,NAVOLATO,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,ROSARIO,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,SALVADOR ALVARADO,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,SAN IGNACIO,NOROESTE,59.17,2.056
2018,ENERO,SINALOA,SINALOA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,ACONCHI,NOROESTE,59.17,2.056
2018,ENERO,SONORA,AGUA PRIETA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,ALAMOS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,ALTAR,NOROESTE,59.17,2.056
2018,ENERO,SONORA,ARIVECHI,NOROESTE,59.17,2.056
2018,ENERO,SONORA,ARIZPE,NOROESTE,59.17,2.056
2018,ENERO,SONORA,ATIL,NOROESTE,59.17,2.056
2018,ENERO,SONORA,BACADEHUACHI,NOROESTE,59.17,2.056
2018,ENERO,SONORA,BACANORA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,BACERAC,NOROESTE,59.17,2.056
2018,ENERO,SONORA,BACOACHI,NOROESTE,59.17,2.056
2018,ENERO,SONORA,BACUM,NOROESTE,59.17,2.056
2018,ENERO,SONORA,BANAMICHI,NOROESTE,59.17,2.056
2018,ENERO,SONORA,BAVIACORA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,BAVISPE,NOROESTE,59.17,2.056
2018,ENERO,SONORA,BENITO JUAREZ,NOROESTE,59.17,2.056
2018,ENERO,SONORA,BENJAMIN HILL,NOROESTE,59.17,2.056
2018,ENERO,SONORA,CABORCA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,CAJEME,NOROESTE,59.17,2.056
2018,ENERO,SONORA,CANANEA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,CARBO,NOROESTE,59.17,2.056
2018,ENERO,SONORA,CUCURPE,NOROESTE,59.17,2.056
2018,ENERO,SONORA,CUMPAS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,DIVISADEROS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,EMPALME,NOROESTE,59.17,2.056
2018,ENERO,SONORA,ETCHOJOA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,FRONTERAS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,GRANADOS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,GUAYMAS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,HERMOSILLO,NOROESTE,59.17,2.056
2018,ENERO,SONORA,HUACHINERA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,HUASABAS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,HUATABAMPO,NOROESTE,59.17,2.056
2018,ENERO,SONORA,HUEPAC,NOROESTE,59.17,2.056
2018,ENERO,SONORA,IMURIS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,LA COLORADA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,MAGDALENA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,MAZATAN,NOROESTE,59.17,2.056
2018,ENERO,SONORA,MOCTEZUMA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,NACO,NOROESTE,59.17,2.056
2018,ENERO,SONORA,NACORI CHICO,NOROESTE,59.17,2.056
2018,ENERO,SONORA,NACOZARI DE GARCIA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,NAVOJOA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,NOGALES,NOROESTE,59.17,2.056
2018,ENERO,SONORA,ONAVAS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,OPODEPE,NOROESTE,59.17,2.056
2018,ENERO,SONORA,OQUITOA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,PITIQUITO,NOROESTE,59.17,2.056
2018,ENERO,SONORA,PUERTO PENASCO,BAJA CALIFORNIA,65.54,1.608
2018,ENERO,SONORA,QUIRIEGO,NOROESTE,59.17,2.056
2018,ENERO,SONORA,RAYON,NOROESTE,59.17,2.056
2018,ENERO,SONORA,ROSARIO,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SAHUARIPA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SAN FELIPE DE JESUS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SAN IGNACIO RIO MUERTO,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SAN JAVIER,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SAN LUIS RIO COLORADO,BAJA CALIFORNIA,65.54,1.608
2018,ENERO,SONORA,SAN MIGUEL DE HORCASITAS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SAN PEDRO DE LA CUEVA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SANTA ANA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SANTA CRUZ,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SARIC,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SOYOPA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,SUAQUI GRANDE,NOROESTE,59.17,2.056
2018,ENERO,SONORA,TEPACHE,NOROESTE,59.17,2.056
2018,ENERO,SONORA,TRINCHERAS,NOROESTE,59.17,2.056
2018,ENERO,SONORA,TUBUTAMA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,VILLA HIDALGO,NOROESTE,59.17,2.056
2018,ENERO,SONORA,VILLA PESQUEIRA,NOROESTE,59.17,2.056
2018,ENERO,SONORA,YECORA,NOROESTE,59.17,2.056
2018,ENERO,TABASCO,BALANCAN,SURESTE,72.38,2.368
2018,ENERO,TABASCO,CARDENAS,SURESTE,72.38,2.368
2018,ENERO,TABASCO,CENTLA,SURESTE,72.38,2.368
2018,ENERO,TABASCO,CENTRO,SURESTE,72.38,2.368
2018,ENERO,TABASCO,COMALCALCO,SURESTE,72.38,2.368
2018,ENERO,TABASCO,CUNDUACAN,SURESTE,72.38,2.368
2018,ENERO,TABASCO,EMILIANO ZAPATA,SURESTE,72.38,2.368
2018,ENERO,TABASCO,HUIMANGUILLO,ORIENTE,46.81,2.420
2018,ENERO,TABASCO,HUIMANGUILLO,SURESTE,72.38,2.368
2018,ENERO,TABASCO,JALAPA,SURESTE,72.38,2.368
2018,ENERO,TABASCO,JALPA DE MENDEZ,SURESTE,72.38,2.368
2018,ENERO,TABASCO,JONUTA,SURESTE,72.38,2.368
2018,ENERO,TABASCO,MACUSPANA,SURESTE,72.38,2.368
2018,ENERO,TABASCO,NACAJUCA,SURESTE,72.38,2.368
2018,ENERO,TABASCO,PARAISO,SURESTE,72.38,2.368
2018,ENERO,TABASCO,TACOTALPA,SURESTE,72.38,2.368
2018,ENERO,TABASCO,TEAPA,SURESTE,72.38,2.368
2018,ENERO,TABASCO,TENOSIQUE,SURESTE,72.38,2.368
2018,ENERO,TAMAULIPAS,ABASOLO,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,ALDAMA,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,ALTAMIRA,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,ANTIGUO MORELOS,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,BURGOS,GOLFO CENTRO Y GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,BUSTAMANTE,GOLFO CENTRO Y GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,CAMARGO,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,CASAS,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,CIUDAD MADERO,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,CRUILLAS,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,EL MANTE,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,GOMEZ FARIAS,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,GONZALEZ,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,GUEMEZ,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,GUERRERO,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,GUSTAVO DIAZ ORDAZ,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,HIDALGO,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,JAUMAVE,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,JIMENEZ,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,LLERA,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,MAINERO,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,MATAMOROS,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,MENDEZ,GOLFO CENTRO Y GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,MIER,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,MIGUEL ALEMAN,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,MIQUIHUANA,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,NUEVO LAREDO,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,NUEVO MORELOS,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,OCAMPO,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,PADILLA,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,PALMILLAS,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,REYNOSA,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,RIO BRAVO,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,SAN CARLOS,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,SAN FERNANDO,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,SAN NICOLAS,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,SOTO LA MARINA,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,TAMPICO,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,TULA,GOLFO CENTRO Y GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,VALLE HERMOSO,GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,VICTORIA,GOLFO CENTRO,44.78,2.557
2018,ENERO,TAMAULIPAS,VILLAGRAN,GOLFO CENTRO Y GOLFO NORTE,52.47,2.223
2018,ENERO,TAMAULIPAS,XICOTENCATL,GOLFO CENTRO,44.78,2.557
2018,ENERO,TLAXCALA,ACUAMANALA DE MIGUEL HIDALGO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,AMAXAC DE GUERRERO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,APETATITLAN DE ANTONIO CARVAJA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,APIZACO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,ATLANGATEPEC,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,ATLTZAYANCA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,BENITO JUAREZ,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,CALPULALPAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,CHIAUTEMPAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,CONTLA DE JUAN CUAMATZI,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,CUAPIAXTLA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,CUAXOMULCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,EL CARMEN TEQUEXQUITLA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,EMILIANO ZAPATA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,ESPANITA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,HUAMANTLA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,HUEYOTLIPAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,IXTACUIXTLA DE MARIANO MATAMOR,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,IXTENCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,LA MAGDALENA TLALTELULCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,LAZARO CARDENAS,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,MAZATECOCHCO DE JOSE MARIA MOR,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,MUNOZ DE DOMINGO ARENAS,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,NANACAMILPA DE MARIANO ARISTA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,NATIVITAS,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,PANOTLA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,PAPALOTLA DE XICOHTENCATL,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SAN DAMIAN TEXOLOC,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SAN FRANCISCO TETLANOHCAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SAN JERONIMO ZACUALPAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SAN JOSE TEACALCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SAN JUAN HUACTZINCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SAN LORENZO AXOCOMANITLA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SAN LUCAS TECOPILCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SAN PABLO DEL MONTE,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SANCTORUM DE LAZARO CARDENAS,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SANTA ANA NOPALUCAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SANTA APOLONIA TEACALCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SANTA CATARINA AYOMETLA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SANTA CRUZ QUILEHTLA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SANTA CRUZ TLAXCALA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,SANTA ISABEL XILOXOXTLA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TENANCINGO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TEOLOCHOLCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TEPETITLA DE LARDIZABAL,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TEPEYANCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TERRENATE,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TETLA DE LA SOLIDARIDAD,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TETLATLAHUCA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TLAXCALA,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TLAXCO,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TOCATLAN,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TOTOLAC,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,TZOMPANTEPEC,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,XALOZTOC,CENTRO ORIENTE,42.86,2.311
2018,ENERO,TLAXCALA,XALTOCAN,CENTRO ORIENTE,42.86,2.311
