Year,Month,State,Municipality,Division,Fijo,Variable (Energía)
2018,ENERO,YUCATÁN,YAXKUKUL,PENINSULAR,49.56,2.367
2018,ENERO,YUCATÁN,YOBAIN,PENINSULAR,49.56,2.367
2018,ENERO,ZACATECAS,APOZOL,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,APULCO,JALISCO,48.68,2.841
2018,ENERO,ZACATECAS,ATOLINGA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,BENITO JUAREZ,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,CALERA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,CANITAS DE FELIPE PESCADOR,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,CHALCHIHUITES,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,CONCEPCION DEL ORO,BAJÍO Y GOLFO CENTRO,44.78,2.557
2018,ENERO,ZACATECAS,CUAUHTEMOC,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,EL PLATEADO DE JOAQUIN AMARO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,EL SALVADOR,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,FRESNILLO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,GENARO CODINA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,GENERAL ENRIQUE ESTRADA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,GENERAL FRANCISCO R. MURGUIA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,GENERAL PANFILO NATERA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,GUADALUPE,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,HUANUSCO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,JALPA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,JEREZ,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,JIMENEZ DEL TEUL,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,JUAN ALDAMA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,JUCHIPILA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,LORETO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,LUIS MOYA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,MAZAPIL,BAJÍO Y GOLFO CENTRO,44.78,2.557
2018,ENERO,ZACATECAS,MELCHOR OCAMPO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,MEZQUITAL DEL ORO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,MIGUEL AUZA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,MOMAX,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,MONTE ESCOBEDO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,MORELOS,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,MOYAHUA DE ESTRADA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,NOCHISTLAN DE MEJIA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,NOCHISTLAN DE MEJIA,JALISCO,48.68,2.841
2018,ENERO,ZACATECAS,NORIA DE ANGELES,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,OJOCALIENTE,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,PANUCO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,PINOS,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,RIO GRANDE,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,SAIN ALTO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,SANTA MARIA DE LA PAZ,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,SOMBRERETE,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,SUSTICACAN,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,TABASCO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,TEPECHITLAN,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,TEPETONGO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,TEUL DE GONZALEZ ORTEGA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,TLALTENANGO DE SANCHEZ ROMAN,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,TRANCOSO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,TRINIDAD GARCIA DE LA CADENA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,VALPARAISO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,VETAGRANDE,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,VILLA DE COS,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,VILLA GARCIA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,VILLA GONZALEZ ORTEGA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,VILLA HIDALGO,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,VILLANUEVA,BAJÍO,43.62,2.265
2018,ENERO,ZACATECAS,ZACATECAS,BAJÍO,43.62,2.265
